,animal_type,breed,color,age_upon_outcome,sex_upon_outcome,year,month,day,hour
17180,1,4,15,90,2,2015,10,21,540
17181,0,90,22,1460,4,2013,11,26,689
17182,1,122,17,1825,1,2014,7,8,885
17183,0,732,87,2190,1,2013,12,28,796
17184,1,38,38,120,1,2014,2,20,731
17185,1,4,22,60,0,2016,9,24,962
17186,0,37,24,1825,0,2014,6,29,1022
17187,1,4,3,1460,0,2015,9,20,1083
17188,0,17,55,30,4,2014,2,21,614
17189,0,321,9,1460,1,2018,1,25,974
17190,0,15,12,300,0,2013,10,13,1070
17191,1,4,9,28,2,2017,9,16,0
17192,0,129,55,365,0,2017,9,12,1081
17193,1,4,3,90,2,2015,5,16,540
17194,0,889,11,365,0,2016,12,21,1009
17195,0,1066,47,4745,0,2014,9,6,1132
17196,1,4,22,60,0,2015,11,24,556
17197,0,10,5,1460,4,2014,10,24,905
17198,1,4,12,1825,0,2017,7,29,856
17199,0,2,5,120,4,2017,5,5,1121
17200,0,90,10,730,1,2017,4,20,713
17201,0,2,18,30,1,2015,1,26,1127
17202,1,4,3,1,3,2015,5,29,1128
17203,0,10,17,730,4,2017,10,3,828
17204,0,10,12,730,0,2014,9,8,839
17205,0,3,4,30,0,2015,2,24,1037
17206,0,17,0,90,1,2014,2,26,1049
17207,1,4,15,6570,2,2014,5,7,1030
17208,0,17,10,365,1,2017,9,29,1041
17209,1,4,52,1095,1,2016,1,1,837
17210,2,33,6,180,3,2016,2,27,1049
17211,1,4,88,60,0,2017,7,1,1127
17212,1,4,48,1095,1,2017,10,29,1071
17213,0,205,19,3650,2,2015,8,2,727
17214,0,373,9,2920,0,2013,10,26,629
17215,0,57,6,3650,2,2014,8,31,934
17216,0,2,6,14,4,2015,11,1,1026
17217,1,4,3,60,0,2017,6,17,1103
17218,1,4,54,60,1,2014,9,7,821
17219,0,155,9,1095,0,2015,11,5,1052
17220,1,4,7,730,1,2013,10,10,720
17221,3,768,24,365,3,2015,3,1,1014
17222,1,4,48,365,0,2013,12,30,1007
17223,0,17,104,365,0,2017,2,6,1090
17224,1,4,3,5,3,2016,4,20,808
17225,1,4,5,365,4,2017,8,3,779
17226,1,4,91,14,2,2016,8,14,1141
17227,1,4,15,21,3,2017,5,22,891
17228,0,17,18,365,1,2017,3,2,1110
17229,1,4,36,60,0,2017,6,19,1040
17230,0,1002,0,60,4,2013,12,28,918
17231,1,4,48,90,0,2015,9,27,1028
17232,1,4,36,60,1,2014,12,9,605
17233,0,69,8,60,1,2016,4,7,1067
17234,1,4,52,730,3,2015,4,14,540
17235,0,403,5,30,2,2013,12,12,1099
17236,0,42,28,365,0,2014,4,12,691
17237,1,4,3,120,0,2015,8,3,0
17238,0,10,22,300,1,2016,7,24,0
17239,0,1010,43,60,2,2014,1,2,1007
17240,1,4,5,730,1,2014,9,3,1093
17241,0,65,5,1825,0,2016,3,7,754
17242,1,21,3,60,0,2017,1,5,1095
17243,0,204,4,1460,0,2015,4,5,807
17244,0,2,12,730,0,2016,3,5,703
17245,1,4,12,60,1,2015,11,18,982
17246,1,4,109,60,1,2014,8,4,1017
17247,1,4,3,365,1,2014,12,28,685
17248,0,186,10,240,1,2015,6,7,831
17249,0,10,246,730,0,2017,9,27,0
17250,2,7,6,730,3,2016,1,14,572
17251,0,5,47,730,1,2017,8,23,533
17252,0,2,131,1095,2,2015,9,21,759
17253,0,32,9,730,0,2016,5,9,940
17254,0,5,4,730,1,2013,11,10,1433
17255,0,16,32,1825,0,2015,5,27,746
17256,1,4,36,14,4,2014,9,8,1001
17257,0,938,0,2920,0,2016,9,13,969
17258,0,475,23,150,1,2015,4,4,1105
17259,0,82,6,365,2,2016,7,8,965
17260,1,38,69,150,4,2016,11,15,540
17261,1,21,16,60,1,2017,11,22,960
17262,1,4,3,1460,3,2014,10,23,540
17263,1,4,16,1095,4,2013,12,31,927
17264,1,4,52,330,1,2017,5,8,1132
17265,0,17,24,60,1,2017,8,22,1043
17266,1,4,3,60,1,2015,9,4,1082
17267,0,188,14,30,1,2017,7,5,1035
17268,0,5,8,3650,0,2015,5,9,949
17269,0,93,14,150,0,2015,3,27,1127
17270,0,17,18,1095,0,2013,11,5,686
17271,0,276,47,365,1,2014,6,7,945
17272,1,4,22,150,0,2016,9,30,782
17273,1,4,12,180,4,2016,8,6,540
17274,0,5,8,180,2,2016,11,9,940
17275,2,7,6,730,3,2017,1,15,537
17276,1,4,12,150,0,2017,3,28,732
17277,2,40,79,730,3,2016,5,23,932
17278,2,564,12,2,2,2017,9,25,727
17279,0,93,9,30,1,2014,5,5,1066
17280,1,51,7,120,4,2018,1,5,996
17281,1,51,5,1825,0,2018,1,31,1085
17282,1,4,3,240,3,2014,1,27,986
17283,0,77,14,730,0,2014,3,15,985
17284,1,21,17,21,4,2015,9,2,860
17285,0,2,50,300,0,2016,7,22,1182
17286,2,76,51,28,3,2017,4,29,813
17287,2,33,6,150,3,2017,3,26,974
17288,0,109,10,3285,0,2014,4,5,688
17289,1,44,52,60,1,2017,2,18,841
17290,0,93,34,2190,0,2015,2,1,673
17291,0,712,11,60,0,2017,7,12,1062
17292,1,4,3,0,3,2017,6,7,752
17293,0,17,24,120,2,2016,3,14,806
17294,1,4,12,3,4,2014,6,3,668
17295,1,4,7,30,2,2016,9,10,696
17296,0,10,21,2555,0,2014,7,6,752
17297,1,21,3,150,0,2015,10,25,1132
17298,1,4,3,30,4,2014,7,4,951
17299,0,105,140,4380,1,2017,10,20,1064
17300,1,4,45,210,2,2014,8,2,589
17301,1,4,91,365,1,2016,12,31,585
17302,0,82,23,3650,0,2016,1,5,774
17303,1,4,22,90,0,2016,8,21,1051
17304,1,44,15,28,3,2016,4,8,1380
17305,0,210,10,1095,2,2014,2,11,1145
17306,0,135,21,1460,0,2015,6,5,1033
17307,0,10,119,1825,1,2017,1,14,970
17308,0,88,102,365,1,2017,5,14,1055
17309,1,4,91,14,2,2016,5,1,0
17310,1,4,2,730,1,2016,1,4,1016
17311,0,149,14,1095,1,2015,7,28,1132
17312,1,4,5,60,0,2017,12,20,969
17313,1,4,17,60,0,2014,10,29,653
17314,2,7,6,365,3,2014,8,16,521
17315,1,4,12,240,1,2014,11,14,818
17316,0,338,5,730,0,2014,7,3,717
17317,0,219,184,365,1,2014,7,24,495
17318,0,163,12,1095,1,2014,11,22,1093
17319,1,4,3,730,4,2013,12,31,806
17320,1,4,15,270,1,2015,7,6,688
17321,1,21,2,90,1,2017,8,13,1090
17322,1,4,103,90,0,2016,3,25,955
17323,0,10,58,90,0,2014,9,29,1011
17324,0,97,32,3650,0,2017,3,15,983
17325,1,4,5,120,0,2015,8,4,987
17326,0,97,32,5840,4,2015,2,22,963
17327,1,4,12,730,1,2017,6,14,839
17328,1,38,69,210,1,2016,11,21,0
17329,0,10,2,300,4,2013,10,24,981
17330,1,4,7,2190,1,2015,4,7,914
17331,0,24,86,1825,1,2017,6,18,969
17332,0,783,53,730,0,2014,1,17,1077
17333,1,51,16,5110,0,2016,6,4,1011
17334,1,4,3,21,4,2016,5,28,997
17335,0,10,5,28,4,2017,11,3,568
17336,0,10,314,730,2,2014,2,19,1016
17337,1,51,12,28,2,2013,10,19,933
17338,0,149,5,730,2,2014,4,30,1049
17339,0,2,12,120,0,2017,1,15,1076
17340,0,2,12,2920,1,2017,9,5,839
17341,1,4,7,120,0,2013,11,13,606
17342,0,69,32,365,1,2015,5,5,1109
17343,1,4,30,730,3,2014,7,7,540
17344,0,2,6,1825,2,2014,6,22,1006
17345,0,530,50,365,0,2016,11,26,802
17346,1,4,12,30,2,2015,9,21,957
17347,0,13,2,730,0,2013,12,31,734
17348,0,35,24,3650,0,2015,4,21,874
17349,1,4,16,2555,0,2017,7,20,841
17350,1,4,3,60,2,2017,6,18,770
17351,0,590,18,1460,4,2014,7,21,676
17352,1,4,17,60,0,2015,3,11,676
17353,1,4,7,1825,0,2014,7,21,662
17354,1,4,16,21,4,2016,4,4,1138
17355,1,4,17,21,4,2014,5,30,875
17356,0,13,21,1825,0,2014,8,19,809
17357,0,732,12,365,1,2015,6,29,1150
17358,1,4,17,210,1,2017,12,24,965
17359,1,4,52,365,1,2015,9,22,769
17360,0,187,47,365,1,2017,4,30,988
17361,1,51,12,330,1,2017,6,12,844
17362,1,4,15,60,1,2014,12,11,1147
17363,0,149,8,365,2,2015,10,19,1020
17364,0,82,8,90,1,2017,1,9,1044
17365,0,2,12,90,0,2015,6,19,1118
17366,1,4,7,60,0,2015,6,19,1043
17367,0,10,28,730,2,2016,4,6,1015
17368,1,4,3,21,4,2015,5,7,887
17369,0,60,12,2190,1,2017,9,7,820
17370,1,4,17,90,2,2017,12,15,1164
17371,1,4,3,30,2,2015,7,25,773
17372,0,149,92,210,0,2017,9,7,1117
17373,1,4,105,60,1,2017,4,15,914
17374,0,1,58,730,1,2014,12,7,722
17375,0,326,6,730,1,2014,11,26,990
17376,0,17,24,730,1,2013,12,4,724
17377,0,10,42,1095,1,2015,8,30,1087
17378,0,72,61,365,4,2015,8,4,951
17379,1,21,121,365,2,2018,1,8,1069
17380,2,7,6,1095,3,2015,4,7,494
17381,1,4,3,14,2,2017,5,4,863
17382,0,57,5,365,1,2016,3,5,978
17383,0,958,9,5475,1,2015,12,27,1102
17384,1,4,16,60,0,2016,11,23,945
17385,0,17,10,1825,1,2015,5,23,665
17386,1,406,128,1825,0,2014,9,25,694
17387,0,1067,5,365,1,2015,1,9,1070
17388,1,4,16,60,1,2017,5,21,1016
17389,0,57,14,1825,1,2017,10,17,894
17390,1,4,91,365,2,2015,8,11,0
17391,1,4,5,60,0,2013,12,12,1143
17392,0,3,14,1825,0,2014,11,7,1126
17393,0,2,11,60,1,2017,8,15,924
17394,0,5,8,365,0,2014,11,2,1102
17395,0,471,14,2920,2,2017,6,22,741
17396,0,2,5,120,1,2017,2,27,1028
17397,0,93,5,3650,4,2014,8,22,687
17398,0,322,2,30,1,2015,12,31,1000
17399,2,33,6,150,3,2015,8,16,1247
17400,0,3,12,4,3,2016,12,20,856
17401,0,325,9,730,1,2013,11,16,851
17402,0,10,11,365,0,2014,8,7,845
17403,1,4,25,365,1,2016,5,6,649
17404,1,4,3,60,0,2017,7,3,1020
17405,1,4,16,14,3,2015,4,20,1080
17406,1,4,15,30,2,2015,11,28,1009
17407,0,10,0,1825,0,2016,10,12,1136
17408,0,43,42,365,1,2017,2,19,1110
17409,1,38,118,28,4,2014,6,26,970
17410,1,486,12,2920,1,2015,4,18,894
17411,1,305,73,1825,0,2015,9,21,911
17412,1,4,3,730,4,2017,2,7,928
17413,0,373,9,2555,1,2015,5,21,1072
17414,0,2,12,180,0,2017,4,14,1112
17415,1,4,9,4,3,2017,3,17,813
17416,1,51,17,365,2,2015,5,16,540
17417,0,139,58,730,1,2014,4,17,503
17418,0,713,86,730,1,2015,2,21,1008
17419,0,135,21,2555,0,2014,12,8,707
17420,0,159,9,1095,0,2016,4,20,768
17421,1,4,12,365,1,2014,10,7,935
17422,2,7,12,730,3,2016,11,17,1000
17423,0,95,12,120,0,2015,1,1,1070
17424,0,10,21,1095,1,2014,9,5,667
17425,1,51,12,730,1,2017,2,16,1303
17426,1,4,3,270,1,2016,7,2,1030
17427,2,152,97,365,3,2014,10,26,1073
17428,1,4,3,90,4,2016,8,5,540
17429,1,21,3,28,4,2016,11,30,1115
17430,1,4,5,60,4,2014,7,8,888
17431,1,4,91,60,1,2017,11,24,916
17432,0,2,42,60,0,2017,5,3,923
17433,0,10,58,60,0,2015,5,9,1044
17434,1,4,5,365,1,2016,6,22,540
17435,0,730,12,730,1,2014,5,4,469
17436,0,19,32,4380,2,2014,1,4,1072
17437,0,93,2,1825,0,2014,12,19,1027
17438,0,82,4,730,1,2015,7,5,767
17439,1,4,15,1095,1,2017,1,22,712
17440,0,69,8,1460,0,2014,2,14,746
17441,0,10,10,365,2,2013,12,7,1080
17442,1,4,36,28,2,2015,9,14,1148
17443,2,40,6,28,3,2014,5,31,877
17444,1,21,12,60,0,2016,10,5,762
17445,0,116,50,730,0,2016,7,13,800
17446,1,21,52,90,1,2017,8,12,959
17447,0,324,9,120,1,2013,12,8,1133
17448,0,3,8,2555,1,2014,12,2,669
17449,1,51,52,30,1,2016,12,10,744
17450,1,4,22,365,4,2016,11,30,540
17451,0,13,2,730,0,2014,12,9,788
17452,0,129,6,28,4,2016,3,1,788
17453,1,4,36,240,0,2013,10,10,1049
17454,1,4,3,60,0,2014,7,12,790
17455,0,13,10,730,0,2017,11,1,913
17456,0,199,17,4380,1,2016,2,20,837
17457,1,4,16,60,1,2013,12,20,1020
17458,1,4,16,120,0,2015,8,18,1032
17459,0,2,5,1460,1,2014,9,1,1054
17460,2,7,6,365,3,2014,4,24,1004
17461,0,2,100,365,4,2017,2,6,979
17462,1,4,36,150,0,2016,9,27,1344
17463,0,3,32,1095,0,2014,11,5,686
17464,0,17,18,60,0,2014,12,6,1003
17465,1,4,9,270,1,2014,3,4,708
17466,1,21,12,365,0,2016,1,20,1138
17467,0,57,5,365,0,2015,1,31,1011
17468,1,21,17,210,1,2014,6,14,827
17469,1,4,156,730,0,2017,6,19,0
17470,0,588,9,60,1,2015,8,13,1068
17471,1,4,30,90,0,2014,6,27,1013
17472,1,38,38,30,2,2014,11,3,924
17473,1,4,5,1825,0,2015,3,24,1142
17474,1,4,5,60,2,2015,10,29,984
17475,0,2,5,120,0,2017,7,22,936
17476,0,50,184,300,4,2014,9,14,912
17477,1,4,15,14,3,2016,3,23,1157
17478,3,534,95,3,3,2015,5,11,1113
17479,0,57,24,90,1,2015,6,19,1019
17480,1,4,7,730,1,2014,7,6,832
17481,0,5,47,730,1,2015,9,18,838
17482,0,41,5,28,3,2015,6,18,1166
17483,1,4,3,1460,0,2016,1,8,1163
17484,0,320,125,365,1,2014,9,16,1098
17485,0,112,10,2190,0,2014,10,5,1021
17486,2,7,12,730,3,2016,5,4,913
17487,1,4,30,730,1,2016,12,29,884
17488,1,4,15,730,2,2016,6,25,540
17489,0,141,10,60,4,2016,6,3,923
17490,1,47,17,210,1,2016,12,30,540
17491,1,21,5,365,0,2013,12,16,839
17492,0,2,32,270,0,2015,11,4,1140
17493,1,296,3,180,0,2017,1,11,1127
17494,0,240,4,1825,0,2014,5,21,735
17495,1,38,69,60,1,2017,7,1,1014
17496,0,17,6,730,4,2014,2,24,677
17497,1,21,12,240,1,2014,5,12,1137
17498,0,135,21,730,0,2014,10,7,779
17499,0,2,63,14,2,2017,1,14,1087
17500,0,10,61,1825,0,2017,12,26,756
17501,0,42,41,180,2,2016,5,19,743
17502,1,4,30,7,2,2014,10,21,777
17503,1,4,3,60,0,2017,6,7,826
17504,1,4,5,365,3,2015,4,11,540
17505,0,5,8,365,1,2016,11,3,927
17506,1,4,16,21,4,2014,7,15,998
17507,1,4,3,210,2,2015,10,11,540
17508,1,21,16,2190,0,2017,12,3,924
17509,1,38,38,120,4,2014,3,19,917
17510,0,218,24,365,1,2017,2,17,768
17511,3,315,12,365,3,2016,7,19,0
17512,1,4,12,365,0,2017,2,25,790
17513,0,17,5,730,2,2015,5,21,853
17514,1,4,5,30,4,2017,4,23,747
17515,0,41,85,365,1,2018,1,29,720
17516,0,267,5,730,1,2015,4,4,897
17517,1,4,64,365,2,2016,6,21,540
17518,0,166,5,60,1,2014,12,21,1100
17519,1,4,5,30,2,2014,7,12,704
17520,0,2,23,730,1,2018,1,13,1170
17521,0,90,72,1095,0,2015,12,18,973
17522,1,1068,24,1095,1,2014,5,22,705
17523,1,4,3,90,0,2016,12,24,721
17524,1,4,16,60,2,2014,5,27,507
17525,0,2,93,30,2,2017,8,17,0
17526,1,21,16,60,0,2015,9,4,734
17527,0,15,9,365,4,2017,2,14,0
17528,0,77,11,1095,4,2018,1,24,915
17529,1,4,103,1095,2,2016,6,11,921
17530,0,2,12,120,4,2015,11,7,1076
17531,1,4,5,1095,4,2013,10,21,581
17532,0,2,24,365,0,2015,9,23,1145
17533,0,236,4,365,0,2016,3,27,1043
17534,1,4,7,60,1,2014,1,12,1055
17535,0,10,28,730,4,2013,12,10,858
17536,1,4,36,120,4,2015,8,24,823
17537,1,4,12,60,4,2014,6,16,832
17538,1,4,12,60,0,2017,8,21,1061
17539,0,10,9,730,1,2015,11,29,1134
17540,1,4,91,60,1,2015,7,18,991
17541,0,10,42,90,4,2014,11,27,889
17542,1,4,15,120,1,2016,11,7,1153
17543,0,43,11,1095,1,2014,2,1,815
17544,0,88,6,365,3,2014,5,14,796
17545,1,21,7,30,2,2015,8,31,725
17546,2,33,47,28,3,2014,12,7,546
17547,0,128,161,730,2,2016,10,24,1121
17548,0,10,24,365,0,2016,3,11,1075
17549,1,38,69,365,2,2014,7,18,990
17550,0,37,14,1095,0,2014,5,3,737
17551,0,218,5,21,4,2016,3,22,958
17552,0,17,18,60,0,2017,4,20,874
17553,1,4,52,730,1,2017,1,14,978
17554,1,4,3,240,0,2016,10,20,931
17555,0,57,338,60,1,2013,11,25,1027
17556,0,240,12,730,1,2017,9,15,843
17557,1,4,7,2190,1,2014,7,26,820
17558,0,82,0,365,1,2016,7,12,808
17559,0,386,5,365,0,2017,6,25,987
17560,0,149,5,2190,4,2017,9,28,0
17561,1,21,103,90,1,2017,3,18,539
17562,0,17,0,730,1,2015,8,13,1108
17563,1,4,16,1825,0,2017,8,24,1085
17564,2,201,9,365,4,2017,4,29,795
17565,1,4,12,6,3,2014,6,21,560
17566,1,4,3,21,3,2015,6,8,986
17567,1,4,3,730,1,2015,4,8,795
17568,1,4,2,60,1,2017,10,29,1095
17569,0,60,9,730,0,2014,11,24,862
17570,1,4,91,21,2,2014,5,25,828
17571,0,10,58,730,1,2016,12,16,1051
17572,1,4,66,180,0,2013,11,24,849
17573,1,4,12,365,2,2015,8,18,692
17574,1,4,12,28,2,2015,7,30,778
17575,2,7,6,365,3,2017,10,29,572
17576,0,1069,89,120,0,2014,1,19,1035
17577,0,10,22,730,4,2013,10,10,665
17578,0,159,2,1095,4,2017,10,3,687
17579,1,4,3,90,1,2015,7,19,1160
17580,1,4,15,365,2,2017,12,24,683
17581,1,4,3,365,4,2013,11,20,929
17582,0,1070,58,270,0,2017,11,12,1042
17583,0,1071,4,90,0,2014,12,9,999
17584,1,21,52,2555,1,2016,2,24,1083
17585,2,33,6,180,3,2017,10,24,953
17586,1,4,12,730,1,2014,4,11,542
17587,0,17,4,2555,1,2017,3,18,867
17588,1,4,7,7,3,2015,6,6,1146
17589,0,16,14,730,4,2016,12,1,1142
17590,1,4,16,180,0,2017,1,11,545
17591,1,4,103,730,2,2016,9,4,540
17592,1,4,91,2555,1,2014,7,27,1047
17593,1,4,5,365,1,2014,6,27,540
17594,3,1072,306,730,3,2016,1,17,1081
17595,0,2,5,365,0,2014,2,4,1059
17596,0,30,28,90,0,2014,1,25,1068
17597,1,4,7,60,2,2015,6,8,1049
17598,1,4,5,1825,0,2017,6,27,1134
17599,0,306,6,2555,0,2016,10,6,795
17600,1,4,7,300,0,2014,1,14,892
17601,0,508,5,60,1,2015,4,5,1002
17602,1,4,12,730,0,2016,12,3,1151
17603,1,4,16,1460,0,2015,7,23,990
17604,1,4,22,3650,1,2015,8,15,564
17605,0,2,12,1095,4,2014,11,8,671
17606,1,21,12,21,2,2017,10,20,0
17607,0,225,5,730,0,2017,7,26,1040
17608,0,538,17,730,0,2014,11,11,1054
17609,0,114,5,210,0,2017,5,27,1307
17610,1,4,17,365,1,2017,10,25,980
17611,2,33,12,365,3,2017,7,20,969
17612,0,43,12,365,0,2014,7,14,1028
17613,1,4,51,730,1,2016,5,26,727
17614,1,4,7,730,4,2014,6,1,480
17615,0,15,5,365,2,2015,12,11,932
17616,0,17,18,3285,0,2017,10,31,752
17617,0,10,0,730,1,2016,1,30,903
17618,0,129,12,120,0,2013,10,12,1080
17619,1,4,17,240,3,2014,11,5,540
17620,0,2,9,90,4,2016,7,18,998
17621,1,4,3,730,2,2015,6,5,540
17622,0,550,4,30,0,2017,12,12,981
17623,0,41,5,365,0,2015,11,9,871
17624,0,359,10,240,1,2015,2,3,1121
17625,0,807,28,2555,1,2016,4,22,941
17626,0,5,8,365,0,2017,9,3,791
17627,0,2,11,180,2,2017,1,22,1185
17628,0,57,0,2190,1,2016,4,6,552
17629,1,4,52,14,2,2015,8,16,994
17630,0,60,9,365,4,2017,4,12,802
17631,0,2,18,5475,0,2017,12,30,1120
17632,1,4,16,30,4,2016,8,16,997
17633,1,21,3,60,1,2017,11,6,1027
17634,0,77,0,1095,0,2014,9,28,1084
17635,1,4,9,1825,2,2014,7,6,1113
17636,0,1073,5,270,0,2015,1,1,1044
17637,0,24,12,330,0,2014,4,24,1045
17638,1,4,88,90,0,2018,1,13,968
17639,0,17,8,365,1,2016,7,20,1109
17640,0,3,28,150,0,2014,10,25,732
17641,0,49,248,180,4,2017,12,12,1046
17642,1,296,3,5475,0,2015,3,28,862
17643,0,2,6,365,0,2016,2,22,0
17644,0,66,79,365,0,2016,4,21,1037
17645,1,21,16,2190,0,2014,2,17,961
17646,2,33,47,28,3,2015,3,28,532
17647,1,4,88,120,2,2015,3,2,540
17648,1,4,7,2555,2,2017,6,2,1084
17649,1,4,15,1095,1,2014,4,6,1023
17650,0,3,50,270,0,2014,4,27,1104
17651,0,204,4,365,4,2015,6,24,1104
17652,0,32,20,4380,0,2014,1,25,970
17653,0,2,18,150,1,2015,9,17,837
17654,1,4,73,90,1,2017,8,30,1058
17655,1,4,5,730,3,2017,10,16,766
17656,0,5,0,2920,1,2016,12,24,830
17657,1,4,30,4380,0,2015,9,13,1061
17658,0,37,11,90,1,2015,4,9,947
17659,0,939,12,730,1,2017,2,13,0
17660,1,4,5,365,1,2016,9,26,851
17661,0,304,115,60,2,2015,3,15,694
17662,0,59,28,730,0,2013,11,12,1064
17663,0,939,89,365,1,2015,10,27,1026
17664,1,38,69,4015,1,2017,12,7,605
17665,1,4,91,60,1,2016,7,9,1216
17666,1,4,16,1825,0,2016,4,9,721
17667,1,4,16,60,2,2017,10,14,817
17668,0,150,62,3285,0,2013,10,27,1157
17669,1,4,156,1460,0,2017,8,30,881
17670,1,4,109,365,1,2016,6,5,913
17671,1,51,52,180,2,2015,3,20,677
17672,0,88,9,60,1,2016,4,15,1158
17673,1,4,5,60,1,2016,6,7,773
17674,0,57,28,1460,0,2016,2,16,1104
17675,2,33,6,365,3,2014,6,16,1032
17676,0,5,8,60,1,2013,12,21,951
17677,1,4,3,1460,1,2016,5,8,878
17678,0,2,112,730,0,2017,2,12,766
17679,0,17,2,365,4,2015,1,19,861
17680,1,4,73,1095,0,2014,2,10,994
17681,0,32,0,365,1,2015,8,27,1081
17682,1,4,17,180,2,2013,12,29,1047
17683,1,4,12,30,0,2014,6,1,969
17684,0,10,31,30,4,2016,6,7,1104
17685,1,51,22,2190,0,2015,11,15,1028
17686,1,4,12,365,0,2016,11,5,967
17687,0,17,85,30,2,2017,12,26,1035
17688,0,97,4,5110,0,2014,7,21,1090
17689,0,10,42,730,1,2015,5,4,1114
17690,0,32,47,1460,0,2014,11,29,702
17691,0,10,0,2920,1,2016,4,27,1113
17692,1,4,16,14,3,2015,5,17,895
17693,0,37,10,60,0,2017,6,6,676
17694,3,413,65,730,2,2015,3,14,1072
17695,1,4,30,90,0,2013,10,29,1127
17696,1,21,3,90,0,2017,9,29,1029
17697,0,10,21,365,2,2016,2,16,1030
17698,0,10,11,1825,0,2015,11,20,772
17699,0,1074,55,1825,1,2017,1,3,1127
17700,2,7,6,365,3,2015,10,28,1069
17701,1,4,3,14,3,2016,11,7,600
17702,0,2,5,2190,0,2013,11,19,1014
17703,1,4,3,60,0,2016,7,7,733
17704,0,369,268,365,1,2017,9,2,967
17705,0,8,4,2555,0,2014,11,12,1117
17706,2,7,6,365,3,2014,8,16,524
17707,0,667,32,365,1,2017,12,8,724
17708,1,4,12,30,2,2014,9,26,903
17709,0,72,325,730,0,2014,5,9,878
17710,0,49,47,365,4,2015,11,28,666
17711,0,81,58,730,4,2015,10,7,0
17712,1,4,17,730,1,2017,7,3,1153
17713,0,10,0,2920,1,2017,1,28,670
17714,0,10,339,365,2,2017,1,23,782
17715,0,623,9,0,2,2013,11,4,900
17716,2,7,6,730,3,2013,10,10,743
17717,1,21,5,365,0,2016,1,5,800
17718,0,2,12,730,0,2017,2,12,802
17719,0,2,5,60,0,2015,5,15,1080
17720,0,2,14,30,2,2017,6,20,0
17721,0,17,8,730,0,2015,6,19,748
17722,0,2,5,730,0,2017,9,27,1048
17723,0,317,14,365,1,2016,10,10,930
17724,1,4,36,2555,0,2017,1,7,1007
17725,0,57,28,2555,0,2017,10,14,730
17726,0,247,39,365,0,2016,3,12,1091
17727,1,4,5,60,0,2014,8,16,735
17728,0,252,5,365,1,2015,10,16,0
17729,0,283,6,365,0,2014,5,5,1090
17730,0,17,50,365,0,2014,12,24,962
17731,0,105,0,300,0,2015,8,7,1032
17732,1,21,3,60,1,2016,12,20,1131
17733,0,41,41,1460,1,2013,10,12,1034
17734,0,50,5,1460,4,2013,12,21,692
17735,0,10,22,730,0,2017,5,7,1056
17736,0,231,18,60,1,2017,9,2,1070
17737,1,4,12,28,4,2014,5,8,683
17738,0,462,10,60,0,2015,7,31,1080
17739,0,57,184,1460,1,2017,4,7,890
17740,1,4,73,30,4,2015,8,5,970
17741,1,4,12,365,1,2016,9,30,1326
17742,0,209,0,3650,0,2015,5,23,853
17743,2,29,4,365,3,2016,9,21,1167
17744,0,24,45,30,2,2015,6,21,802
17745,1,4,3,180,1,2015,1,19,828
17746,1,4,91,21,2,2017,5,13,927
17747,0,97,28,5110,0,2014,6,3,746
17748,0,738,79,730,1,2014,9,10,772
17749,0,2,213,30,1,2016,8,27,1041
17750,0,10,46,90,1,2013,10,16,1059
17751,1,296,52,90,2,2013,10,13,1132
17752,1,21,3,90,2,2017,11,24,757
17753,0,17,63,270,2,2017,10,3,904
17754,1,4,52,5,3,2016,6,5,1087
17755,1,4,3,14,3,2014,9,14,1172
17756,1,4,30,3650,1,2014,12,29,750
17757,0,2,5,2920,4,2017,1,16,1027
17758,0,10,0,270,0,2013,12,28,760
17759,0,60,2,1460,0,2014,7,5,698
17760,2,7,6,365,3,2016,2,15,575
17761,0,149,9,365,1,2015,5,17,1134
17762,1,4,3,330,1,2015,11,17,0
17763,0,598,0,365,1,2017,7,11,713
17764,1,4,7,120,4,2016,12,6,808
17765,0,128,11,365,0,2013,12,11,993
17766,1,4,3,21,3,2015,10,20,710
17767,1,4,12,730,1,2017,8,5,965
17768,0,17,18,730,1,2013,10,13,1006
17769,0,13,0,730,4,2015,2,14,584
17770,1,4,16,60,1,2015,6,16,518
17771,2,40,2,365,0,2016,5,26,1164
17772,0,112,58,240,0,2018,1,11,730
17773,0,41,43,30,1,2014,5,14,1073
17774,0,149,23,90,2,2015,7,3,758
17775,0,41,5,4015,0,2017,12,30,1162
17776,1,44,15,30,1,2016,12,9,560
17777,0,205,18,4380,2,2016,9,9,1043
17778,1,4,22,210,4,2017,7,19,1064
17779,0,2,28,1095,1,2016,2,11,761
17780,0,24,12,60,1,2017,7,22,1000
17781,0,1075,11,1460,0,2017,8,28,1148
17782,0,255,14,210,1,2014,7,29,1010
17783,0,322,5,210,0,2016,10,29,704
17784,0,17,6,3285,0,2014,9,13,924
17785,0,10,5,365,0,2014,12,21,833
17786,1,4,5,7,4,2014,7,25,1010
17787,0,146,12,28,2,2016,10,3,756
17788,0,697,133,730,0,2014,7,13,744
17789,1,4,5,1095,0,2015,5,11,1053
17790,2,76,97,1095,3,2014,8,24,633
17791,0,93,24,1825,0,2014,9,27,1014
17792,0,41,42,30,1,2014,8,27,1140
17793,1,4,3,60,0,2014,11,26,1130
17794,1,4,7,21,4,2017,11,28,951
17795,0,325,9,730,0,2015,2,3,991
