animal_id,outcome_type
A758538,Adoption
A719260,Transfer
A662736,Adoption
A738171,Adoption
A763627,Return to Owner
A761468,Transfer
A713895,Adoption
A698439,Return to Owner
A761729,Adoption
A714820,Transfer
A716893,Adoption
A753627,Adoption
A685679,Adoption
A673288,Return to Owner
A708824,Transfer
A686810,Adoption
A676274,Adoption
A726782,Transfer
A680192,Adoption
A760238,Transfer
A668325,Transfer
A729123,Adoption
A689190,Adoption
A690746,Transfer
A762433,Adoption
A717063,Adoption
A760805,Adoption
A677732,Return to Owner
A720642,Adoption
A742940,Adoption
A665292,Transfer
A694977,Transfer
A563563,Return to Owner
A738625,Transfer
A682390,Transfer
A692277,Return to Owner
A696751,Transfer
A696063,Adoption
A754157,Adoption
A760323,Adoption
A715331,Adoption
A730016,Transfer
A730372,Adoption
A723609,Return to Owner
A710759,Adoption
A666112,Adoption
A760032,Transfer
A727446,Return to Owner
A760663,Adoption
A721324,Return to Owner
A729764,Transfer
A582433,Adoption
A694066,Adoption
A698136,Adoption
A668846,Return to Owner
A713622,Adoption
A675495,Adoption
A681829,Transfer
A691238,Return to Owner
A680890,Return to Owner
A663388,Adoption
A744227,Died
A439733,Return to Owner
A730349,Adoption
A749592,Adoption
A665373,Transfer
A712686,Return to Owner
A666680,Transfer
A710506,Transfer
A666655,Adoption
A677343,Adoption
A671631,Transfer
A740254,Transfer
A718290,Adoption
A761720,Adoption
A709580,Return to Owner
A760146,Transfer
A698682,Adoption
A678254,Return to Owner
A541057,Adoption
A708402,Transfer
A727855,Adoption
A718285,Adoption
A694301,Adoption
A713251,Adoption
A757334,Return to Owner
A684098,Adoption
A722611,Transfer
A704845,Adoption
A666403,Euthanasia
A697191,Transfer
A680267,Return to Owner
A704762,Transfer
A727683,Euthanasia
A693523,Adoption
A745915,Adoption
A689422,Return to Owner
A709171,Transfer
A310394,Return to Owner
A763360,Euthanasia
A684758,Adoption
A753980,Transfer
A707931,Transfer
A725620,Transfer
A759974,Adoption
A702943,Adoption
A744697,Transfer
A706310,Euthanasia
A678321,Adoption
A718358,Transfer
A702254,Transfer
A218622,Return to Owner
A727368,Adoption
A720536,Adoption
A748128,Adoption
A705814,Euthanasia
A749144,Return to Owner
A683567,Adoption
A744755,Adoption
A729444,Transfer
A703599,Adoption
A749442,Transfer
A736413,Transfer
A748749,Adoption
A745656,Transfer
A757672,Transfer
A672842,Euthanasia
A667549,Return to Owner
A692427,Transfer
A693785,Adoption
A722872,Adoption
A746232,Transfer
A692024,Adoption
A744455,Transfer
A672263,Adoption
A707218,Transfer
A701332,Transfer
A729710,Adoption
A737403,Adoption
A754482,Adoption
A725989,Adoption
A720104,Transfer
A666281,Adoption
A697448,Euthanasia
A735397,Adoption
A699072,Transfer
A687356,Adoption
A694297,Adoption
A710831,Transfer
A703280,Transfer
A758759,Adoption
A654541,Return to Owner
A727345,Return to Owner
A718460,Euthanasia
A679487,Transfer
A683100,Transfer
A668317,Adoption
A729213,Adoption
A664942,Adoption
A664378,Return to Owner
A753607,Transfer
A761994,Adoption
A680663,Adoption
A694985,Return to Owner
A670527,Return to Owner
A713684,Return to Owner
A670120,Adoption
A666923,Adoption
A696606,Adoption
A763615,Adoption
A765296,Adoption
A740204,Adoption
A713631,Transfer
A728623,Adoption
A725559,Transfer
A697241,Transfer
A742077,Return to Owner
A741888,Adoption
A698694,Transfer
A667474,Adoption
A659617,Adoption
A693758,Return to Owner
A708748,Adoption
A674954,Adoption
A689622,Adoption
A699488,Adoption
A734507,Adoption
A710083,Transfer
A679864,Transfer
A688559,Adoption
A710925,Transfer
A693103,Transfer
A731532,Adoption
A672693,Adoption
A742884,Return to Owner
A709100,Adoption
A746659,Adoption
A742898,Return to Owner
A678568,Transfer
A662436,Adoption
A755913,Adoption
A724235,Euthanasia
A716988,Transfer
A588258,Return to Owner
A760704,Adoption
A711701,Adoption
A757717,Adoption
A758282,Adoption
A754817,Adoption
A720884,Adoption
A681546,Transfer
A693870,Return to Owner
A717500,Adoption
A690571,Transfer
A683850,Transfer
A721280,Euthanasia
A709246,Adoption
A718487,Adoption
A690583,Euthanasia
A697792,Adoption
A733099,Adoption
A732721,Adoption
A749932,Adoption
A706681,Return to Owner
A765060,Transfer
A727622,Adoption
A753485,Adoption
A727308,Return to Owner
A757768,Adoption
A757223,Return to Owner
A748030,Transfer
A707449,Adoption
A669231,Adoption
A685592,Transfer
A758735,Transfer
A752670,Adoption
A681098,Adoption
A695305,Adoption
A734710,Adoption
A736237,Adoption
A671799,Euthanasia
A637834,Return to Owner
A717707,Transfer
A695365,Adoption
A691328,Transfer
A757358,Transfer
A738093,Adoption
A750709,Adoption
A712750,Transfer
A744252,Adoption
A700342,Transfer
A751607,Transfer
A754166,Adoption
A663954,Adoption
A326898,Transfer
A733043,Adoption
A710865,Adoption
A713426,Return to Owner
A729288,Adoption
A727838,Adoption
A725574,Adoption
A753877,Transfer
A715019,Transfer
A682289,Adoption
A761925,Adoption
A715342,Adoption
A663680,Adoption
A669409,Adoption
A720002,Return to Owner
A714067,Return to Owner
A709607,Adoption
A676456,Adoption
A751241,Adoption
A691813,Return to Owner
A668271,Return to Owner
A461574,Return to Owner
A759454,Return to Owner
A717548,Transfer
A708443,Adoption
A730108,Transfer
A734187,Adoption
A726764,Transfer
A739753,Adoption
A666535,Return to Owner
A724229,Adoption
A731494,Adoption
A671995,Adoption
A720193,Adoption
A747257,Transfer
A752815,Adoption
A738028,Adoption
A700632,Adoption
A731290,Adoption
A733988,Transfer
A679569,Adoption
A670286,Return to Owner
A729751,Adoption
A763237,Return to Owner
A750666,Adoption
A688198,Adoption
A682885,Transfer
A676604,Adoption
A762297,Adoption
A704718,Adoption
A666544,Adoption
A727724,Adoption
A689468,Adoption
A742814,Adoption
A620894,Return to Owner
A726869,Adoption
A752936,Transfer
A679535,Transfer
A708528,Transfer
A736969,Adoption
A755357,Adoption
A714662,Euthanasia
A745029,Adoption
A717439,Euthanasia
A685099,Adoption
A765247,Adoption
A731155,Adoption
A726882,Return to Owner
A684659,Transfer
A693380,Adoption
A704744,Transfer
A689823,Transfer
A759913,Adoption
A690996,Return to Owner
A720094,Adoption
A690494,Adoption
A669064,Adoption
A747696,Adoption
A744513,Adoption
A675294,Transfer
A713017,Transfer
A754463,Transfer
A765473,Adoption
A690321,Adoption
A738973,Transfer
A668765,Return to Owner
A707775,Transfer
A676791,Adoption
A699101,Adoption
A730586,Adoption
A746805,Adoption
A718253,Adoption
A690036,Transfer
A713108,Euthanasia
A752806,Transfer
A702632,Adoption
A738595,Transfer
A673846,Transfer
A724053,Adoption
A704784,Transfer
A672555,Adoption
A679933,Adoption
A749923,Adoption
A742679,Return to Owner
A665888,Adoption
A688385,Transfer
A755425,Transfer
A670730,Transfer
A663753,Adoption
A686592,Transfer
A746071,Transfer
A683939,Adoption
A723406,Adoption
A761194,Adoption
A710698,Adoption
A721916,Adoption
A709145,Transfer
A631538,Adoption
A737674,Transfer
A761326,Euthanasia
A729378,Adoption
A680605,Adoption
A691326,Adoption
A705697,Transfer
A667704,Adoption
A753996,Adoption
A410668,Adoption
A717771,Adoption
A764571,Transfer
A697470,Adoption
A689393,Return to Owner
A663489,Adoption
A762682,Adoption
A732813,Adoption
A704529,Adoption
A685895,Transfer
A727561,Adoption
A704655,Transfer
A708416,Transfer
A677645,Return to Owner
A679643,Adoption
A684789,Euthanasia
A477746,Adoption
A676810,Transfer
A749924,Adoption
A753884,Adoption
A688368,Transfer
A762254,Transfer
A729370,Adoption
A682469,Transfer
A619609,Return to Owner
A746772,Transfer
A673424,Return to Owner
A672845,Transfer
A747460,Transfer
A685997,Adoption
A734064,Transfer
A742371,Adoption
A760201,Adoption
A662197,Transfer
A753090,Transfer
A733337,Adoption
A726884,Transfer
A722341,Euthanasia
A756529,Transfer
A680536,Transfer
A721436,Transfer
A743250,Return to Owner
A687033,Return to Owner
A735179,Adoption
A703762,Adoption
A747181,Transfer
A684275,Transfer
A734711,Adoption
A694690,Adoption
A702879,Adoption
A752755,Return to Owner
A722572,Return to Owner
A733832,Transfer
A736429,Transfer
A697246,Transfer
A686443,Transfer
A717242,Return to Owner
A765294,Return to Owner
A740244,Adoption
A680765,Return to Owner
A749405,Adoption
A691444,Adoption
A663901,Adoption
A738669,Adoption
A756198,Transfer
A552606,Adoption
A707365,Transfer
A676789,Adoption
A692975,Adoption
A715329,Adoption
A714688,Transfer
A700363,Adoption
A718678,Adoption
A729911,Adoption
A702395,Transfer
A701880,Adoption
A750255,Adoption
A668278,Euthanasia
A680171,Adoption
A665346,Transfer
A732051,Transfer
A670637,Transfer
A715153,Transfer
A687165,Adoption
A670461,Transfer
A672450,Adoption
A757898,Adoption
A759185,Transfer
A763475,Adoption
A685475,Return to Owner
A714990,Transfer
A724787,Transfer
A734162,Adoption
A743669,Adoption
A713406,Transfer
A687644,Transfer
A752626,Return to Owner
A732865,Adoption
A719985,Adoption
A691408,Return to Owner
A743964,Return to Owner
A658212,Adoption
A682803,Transfer
A675168,Adoption
A702671,Adoption
A759794,Return to Owner
A759606,Adoption
A706489,Transfer
A745823,Transfer
A662329,Adoption
A676898,Adoption
A758488,Transfer
A710924,Transfer
A690019,Adoption
A751693,Adoption
A761181,Adoption
A705895,Adoption
A711798,Adoption
A747100,Euthanasia
A683036,Adoption
A717167,Adoption
A739190,Adoption
A702989,Transfer
A707128,Transfer
A700320,Transfer
A764457,Adoption
A700415,Adoption
A696008,Adoption
A504009,Return to Owner
A734417,Transfer
A726592,Adoption
A757491,Transfer
A688975,Transfer
A696000,Adoption
A708696,Adoption
A760324,Return to Owner
A709460,Adoption
A690611,Transfer
A725970,Adoption
A664458,Adoption
A725495,Return to Owner
A713163,Transfer
A667054,Return to Owner
A759414,Adoption
A727760,Adoption
A719888,Adoption
A714102,Adoption
A668088,Adoption
A717572,Adoption
A703329,Adoption
A710209,Transfer
A687641,Transfer
A704438,Adoption
A699569,Adoption
A723464,Transfer
A678941,Adoption
A751217,Return to Owner
A733130,Adoption
A750389,Adoption
A691171,Adoption
A755002,Adoption
A732241,Return to Owner
A742125,Transfer
A731408,Adoption
A742912,Adoption
A685276,Transfer
A699592,Transfer
A670414,Adoption
A731190,Transfer
A696228,Adoption
A664906,Adoption
A684049,Adoption
A750206,Return to Owner
A705468,Transfer
A691847,Adoption
A689012,Transfer
A667316,Adoption
A680676,Return to Owner
A742483,Adoption
A683447,Transfer
A667356,Transfer
A676731,Adoption
A697979,Adoption
A494990,Return to Owner
A751304,Return to Owner
A687228,Transfer
A681928,Transfer
A705907,Adoption
A705686,Return to Owner
A677580,Euthanasia
A749891,Adoption
A709045,Transfer
A742954,Return to Owner
A752740,Adoption
A651690,Adoption
A764074,Adoption
A686951,Adoption
A679175,Adoption
A723685,Transfer
A654483,Adoption
A728502,Adoption
A727642,Adoption
A750439,Adoption
A700139,Transfer
A695171,Adoption
A731881,Adoption
A735583,Euthanasia
A754118,Adoption
A675586,Return to Owner
A674130,Adoption
A752054,Adoption
A668607,Adoption
A688465,Adoption
A722542,Adoption
A676712,Adoption
A728065,Transfer
A741269,Euthanasia
A760467,Adoption
A681135,Transfer
A730608,Transfer
A755633,Transfer
A678112,Transfer
A715142,Adoption
A743945,Adoption
A731606,Transfer
A732344,Transfer
A705506,Transfer
A703486,Transfer
A709221,Transfer
A698277,Euthanasia
A697711,Adoption
A680377,Adoption
A664888,Transfer
A675572,Transfer
A668246,Transfer
A744494,Adoption
A739006,Adoption
A753449,Adoption
A688704,Adoption
A756286,Adoption
A722729,Transfer
A697378,Adoption
A710565,Transfer
A745366,Adoption
A732307,Transfer
A734050,Transfer
A681609,Adoption
A758897,Transfer
A699435,Adoption
A671516,Return to Owner
A678279,Return to Owner
A732926,Adoption
A757498,Return to Owner
A764058,Return to Owner
A755359,Adoption
A671451,Return to Owner
A743827,Transfer
A749035,Adoption
A725638,Adoption
A721543,Adoption
A691889,Return to Owner
A685994,Transfer
A748044,Transfer
A710691,Euthanasia
A392615,Return to Owner
A700920,Transfer
A747762,Transfer
A671186,Adoption
A655220,Adoption
A746486,Adoption
A665680,Adoption
A664017,Adoption
A682561,Adoption
A740454,Adoption
A756101,Transfer
A727551,Transfer
A757882,Adoption
A688708,Euthanasia
A713535,Adoption
A727554,Transfer
A728915,Adoption
A746735,Adoption
A708705,Adoption
A696170,Return to Owner
A733022,Transfer
A751478,Adoption
A713698,Transfer
A706075,Adoption
A678489,Transfer
A668988,Return to Owner
A752899,Adoption
A751543,Return to Owner
A640106,Adoption
A757969,Adoption
A747306,Adoption
A735745,Return to Owner
A695122,Adoption
A750268,Adoption
A742692,Adoption
A684552,Adoption
A671333,Transfer
A667365,Adoption
A704985,Transfer
A698408,Transfer
A625910,Adoption
A705950,Adoption
A687573,Return to Owner
A679395,Adoption
A762159,Transfer
A702022,Adoption
A698913,Adoption
A761289,Transfer
A675451,Return to Owner
A687202,Transfer
A708815,Adoption
A582945,Transfer
A747310,Adoption
A707635,Transfer
A748540,Adoption
A750099,Return to Owner
A755795,Transfer
A759657,Transfer
A688848,Return to Owner
A738074,Adoption
A673094,Adoption
A730731,Transfer
A688940,Transfer
A691485,Adoption
A690545,Adoption
A738925,Adoption
A701138,Transfer
A651452,Adoption
A718133,Return to Owner
A684429,Adoption
A756742,Adoption
A744954,Adoption
A761286,Adoption
A687621,Transfer
A702036,Transfer
A712093,Adoption
A696801,Adoption
A731526,Transfer
A684523,Transfer
A688441,Adoption
A644507,Return to Owner
A749630,Adoption
A680309,Adoption
A685364,Adoption
A675086,Return to Owner
A678847,Adoption
A705083,Euthanasia
A742834,Transfer
A687509,Transfer
A681310,Return to Owner
A637367,Return to Owner
A667031,Adoption
A663132,Return to Owner
A707856,Adoption
A726317,Adoption
A761527,Adoption
A717803,Adoption
A666052,Transfer
A760600,Transfer
A724820,Adoption
A690643,Adoption
A699316,Return to Owner
A674345,Adoption
A721659,Transfer
A719670,Euthanasia
A724207,Adoption
A759911,Transfer
A759272,Transfer
A753286,Return to Owner
A663952,Adoption
A724947,Adoption
A743015,Adoption
A693451,Euthanasia
A672186,Transfer
A749067,Adoption
A742538,Adoption
A735364,Adoption
A708605,Adoption
A744614,Return to Owner
A727964,Adoption
A688763,Transfer
A754809,Euthanasia
A725304,Adoption
A698601,Transfer
A705517,Adoption
A708893,Adoption
A688509,Adoption
A741841,Adoption
A706970,Return to Owner
A673223,Return to Owner
A748685,Transfer
A682889,Adoption
A692293,Transfer
A696249,Transfer
A511198,Return to Owner
A751911,Adoption
A750865,Adoption
A732692,Return to Owner
A671071,Euthanasia
A671547,Adoption
A738032,Adoption
A709064,Adoption
A703750,Adoption
A715522,Adoption
A666184,Adoption
A703586,Adoption
A728206,Adoption
A758167,Adoption
A702482,Adoption
A731493,Adoption
A765762,Adoption
A738755,Adoption
A679034,Adoption
A665761,Adoption
A699374,Return to Owner
A700279,Adoption
A687296,Transfer
A752106,Adoption
A736657,Adoption
A681258,Transfer
A742779,Adoption
A749127,Adoption
A710179,Adoption
A706232,Transfer
A678819,Transfer
A726528,Transfer
A755329,Adoption
A662354,Adoption
A753792,Adoption
A727801,Transfer
A754044,Adoption
A755284,Euthanasia
A666627,Return to Owner
A748706,Euthanasia
A702745,Transfer
A680711,Adoption
A744215,Return to Owner
A761977,Transfer
A684900,Adoption
A688227,Adoption
A671623,Euthanasia
A738375,Adoption
A701168,Adoption
A607658,Adoption
A700099,Adoption
A731687,Adoption
A664988,Adoption
A714503,Adoption
A724000,Adoption
A715009,Euthanasia
A693995,Adoption
A735704,Adoption
A755916,Adoption
A755038,Adoption
A679222,Transfer
A710819,Adoption
A686495,Adoption
A672200,Transfer
A758715,Return to Owner
A698213,Adoption
A740098,Transfer
A732555,Transfer
A720388,Return to Owner
A434923,Return to Owner
A694027,Transfer
A744372,Adoption
A713264,Transfer
A754734,Return to Owner
A700586,Transfer
A737522,Adoption
A756507,Transfer
A734983,Adoption
A720883,Adoption
A700114,Adoption
A717905,Adoption
A718400,Transfer
A760748,Adoption
A738899,Return to Owner
A745257,Adoption
A697852,Adoption
A702453,Adoption
A754264,Return to Owner
A728501,Adoption
A731806,Adoption
A700028,Adoption
A683334,Transfer
A730960,Adoption
A727780,Transfer
A709835,Adoption
A750003,Adoption
A687723,Return to Owner
A681791,Transfer
A722084,Adoption
A673537,Adoption
A748293,Transfer
A605170,Transfer
A737776,Adoption
A664261,Transfer
A759438,Adoption
A761930,Adoption
A729976,Adoption
A737022,Transfer
A740309,Adoption
A742822,Transfer
A676792,Return to Owner
A686222,Transfer
A682613,Transfer
A669606,Transfer
A704788,Euthanasia
A716262,Adoption
A709473,Adoption
A741769,Adoption
A747809,Adoption
A731584,Transfer
A712327,Transfer
A755895,Adoption
A695661,Transfer
A736703,Adoption
A689666,Adoption
A667166,Adoption
A747968,Transfer
A690022,Adoption
A723134,Adoption
A686027,Euthanasia
A700046,Transfer
A724809,Transfer
A757219,Adoption
A746633,Transfer
A741889,Adoption
A691734,Transfer
A700255,Adoption
A711093,Transfer
A741645,Return to Owner
A735270,Transfer
A687210,Adoption
A475812,Return to Owner
A729661,Adoption
A702357,Transfer
A695738,Transfer
A706534,Adoption
A673943,Return to Owner
A762364,Adoption
A759413,Adoption
A729852,Transfer
A708508,Adoption
A685762,Transfer
A762400,Transfer
A729888,Adoption
A727263,Adoption
A684342,Transfer
A707503,Transfer
A679473,Adoption
A717822,Adoption
A688058,Adoption
A613378,Return to Owner
A726402,Transfer
A725052,Transfer
A680456,Adoption
A701957,Adoption
A742541,Adoption
A664339,Adoption
A693332,Adoption
A723724,Adoption
A697787,Adoption
A686811,Adoption
A725564,Adoption
A707621,Transfer
A712518,Adoption
A667575,Euthanasia
A731191,Transfer
A748705,Return to Owner
A704750,Euthanasia
A683516,Transfer
A758825,Euthanasia
A756363,Adoption
A730138,Adoption
A677462,Transfer
A711470,Adoption
A757464,Transfer
A724675,Adoption
A709089,Adoption
A753582,Adoption
A722014,Adoption
A712283,Transfer
A676469,Euthanasia
A706577,Return to Owner
A687009,Transfer
A752529,Adoption
A756468,Adoption
A708730,Transfer
A587439,Return to Owner
A611952,Return to Owner
A747679,Adoption
A755850,Adoption
A716975,Transfer
A690112,Adoption
A734457,Adoption
A703057,Transfer
A737171,Return to Owner
A683139,Transfer
A723107,Euthanasia
A757692,Transfer
A668269,Adoption
A710911,Euthanasia
A748893,Adoption
A714576,Adoption
A760833,Adoption
A729620,Transfer
A719198,Euthanasia
A699963,Adoption
A699979,Adoption
A721799,Adoption
A680836,Adoption
A667624,Adoption
A690493,Adoption
A662427,Transfer
A756986,Transfer
A761403,Adoption
A743736,Transfer
A667150,Return to Owner
A751559,Euthanasia
A706995,Adoption
A722641,Transfer
A669211,Adoption
A676822,Return to Owner
A709966,Adoption
A676346,Euthanasia
A755543,Euthanasia
A727891,Adoption
A750561,Adoption
A723217,Transfer
A706070,Adoption
A686866,Adoption
A712140,Transfer
A711835,Transfer
A737175,Adoption
A760425,Adoption
A694307,Transfer
A740300,Transfer
A634503,Adoption
A682119,Return to Owner
A676117,Adoption
A752385,Transfer
A750175,Adoption
A648012,Adoption
A755782,Transfer
A670353,Adoption
A695641,Adoption
A744174,Euthanasia
A669712,Adoption
A676208,Transfer
A757357,Transfer
A706293,Adoption
A704583,Transfer
A674636,Transfer
A650694,Adoption
A696693,Adoption
A705822,Transfer
A674616,Adoption
A588707,Return to Owner
A648094,Adoption
A729125,Adoption
A694782,Adoption
A760414,Adoption
A678701,Adoption
A617123,Adoption
A678646,Return to Owner
A743009,Adoption
A664786,Euthanasia
A736889,Euthanasia
A731369,Adoption
A697467,Transfer
A674170,Adoption
A701195,Adoption
A671093,Adoption
A710729,Adoption
A757423,Transfer
A711580,Adoption
A735129,Adoption
A749297,Adoption
A736552,Transfer
A717285,Return to Owner
A718109,Return to Owner
A732739,Adoption
A679738,Transfer
A710877,Adoption
A764915,Return to Owner
A734419,Adoption
A708308,Transfer
A688495,Return to Owner
A677413,Return to Owner
A755877,Adoption
A759996,Adoption
A752928,Transfer
A706889,Adoption
A676405,Adoption
A667192,Adoption
A698749,Adoption
A705208,Transfer
A671125,Adoption
A761404,Adoption
A694848,Transfer
A664571,Transfer
A723718,Adoption
A751630,Transfer
A750574,Adoption
A742265,Return to Owner
A757691,Return to Owner
A669579,Transfer
A705055,Adoption
A696648,Adoption
A733521,Adoption
A759615,Adoption
A689597,Adoption
A757412,Adoption
A757367,Transfer
A761674,Adoption
A689186,Return to Owner
A689774,Adoption
A671712,Adoption
A721417,Transfer
A705978,Adoption
A754063,Return to Owner
A752417,Adoption
A755595,Euthanasia
A667149,Adoption
A713932,Adoption
A713542,Return to Owner
A681414,Transfer
A667320,Adoption
A670006,Adoption
A687654,Adoption
A756172,Return to Owner
A755300,Adoption
A719654,Adoption
A737138,Return to Owner
A671256,Return to Owner
A762982,Adoption
A724741,Adoption
A748769,Transfer
A765012,Adoption
A674744,Transfer
A738471,Adoption
A754714,Transfer
A729332,Transfer
A734156,Adoption
A750639,Adoption
A693540,Adoption
A759212,Return to Owner
A678308,Adoption
A678986,Transfer
A723338,Adoption
A729437,Adoption
A668611,Adoption
A710398,Adoption
A758137,Adoption
A712791,Adoption
A731161,Adoption
A717868,Transfer
A713490,Adoption
A694115,Adoption
A749922,Adoption
A693837,Transfer
A725142,Adoption
A668096,Transfer
A704971,Adoption
A665554,Return to Owner
A281542,Return to Owner
A687903,Transfer
A726348,Adoption
A711573,Adoption
A729987,Return to Owner
A751196,Euthanasia
A685257,Return to Owner
A722952,Return to Owner
A730866,Adoption
A739001,Adoption
A685673,Return to Owner
A680808,Adoption
A711407,Transfer
A708131,Adoption
A719265,Transfer
A664513,Adoption
A735834,Adoption
A696385,Return to Owner
A711058,Transfer
A691615,Adoption
A753401,Return to Owner
A730259,Transfer
A695494,Adoption
A701048,Euthanasia
A669792,Transfer
A756635,Transfer
A728668,Adoption
A758050,Adoption
A668752,Return to Owner
A673522,Transfer
A706086,Adoption
A676423,Return to Owner
A665034,Transfer
A669680,Adoption
A715128,Adoption
A682625,Adoption
A696111,Adoption
A752794,Adoption
A722545,Transfer
A690994,Adoption
A744483,Return to Owner
A706648,Transfer
A761382,Transfer
A703670,Transfer
A674127,Adoption
A699014,Transfer
A747983,Adoption
A722602,Transfer
A694701,Adoption
A708061,Transfer
A752503,Transfer
A754750,Transfer
A732918,Transfer
A723755,Adoption
A699614,Adoption
A696049,Transfer
A673405,Euthanasia
A674442,Return to Owner
A728972,Transfer
A687714,Adoption
A701976,Transfer
A709050,Return to Owner
A699755,Adoption
A703391,Return to Owner
A699626,Adoption
A681994,Transfer
A713751,Adoption
A717532,Return to Owner
A690728,Adoption
A667983,Transfer
A692152,Transfer
A681811,Transfer
A746626,Adoption
A746904,Adoption
A719033,Return to Owner
A745752,Transfer
A757428,Transfer
A737162,Transfer
A681815,Transfer
A750046,Adoption
A665979,Adoption
A689277,Adoption
A665471,Adoption
A759957,Adoption
A702571,Return to Owner
A736830,Euthanasia
A744636,Return to Owner
A667407,Adoption
A728046,Transfer
A713539,Euthanasia
A664972,Adoption
A400498,Return to Owner
A713510,Euthanasia
A694923,Return to Owner
A705832,Euthanasia
A721684,Adoption
A682358,Adoption
A690614,Adoption
A753136,Adoption
A719176,Return to Owner
A454208,Return to Owner
A701149,Adoption
A674311,Adoption
A690297,Adoption
A664003,Adoption
A757268,Return to Owner
A668106,Euthanasia
A593868,Adoption
A724012,Transfer
A747990,Transfer
A685283,Transfer
A736772,Adoption
A738409,Transfer
A692557,Transfer
A763875,Adoption
A726469,Adoption
A714261,Transfer
A701349,Return to Owner
A667374,Adoption
A711069,Return to Owner
A726671,Transfer
A704238,Adoption
A578097,Adoption
A718635,Transfer
A739135,Transfer
A678099,Adoption
A734014,Transfer
A367012,Return to Owner
A703284,Adoption
A682343,Adoption
A690590,Euthanasia
A686746,Transfer
A688543,Transfer
A707963,Adoption
A722471,Transfer
A694507,Return to Owner
A718657,Adoption
A694815,Adoption
A671126,Adoption
A758722,Adoption
A752812,Adoption
A733890,Transfer
A680670,Adoption
A726184,Adoption
A688120,Adoption
A718917,Transfer
A752712,Transfer
A680991,Transfer
A726284,Return to Owner
A741615,Transfer
A675491,Adoption
A623498,Transfer
A677626,Adoption
A690358,Euthanasia
A736641,Adoption
A675270,Euthanasia
A742016,Return to Owner
A726552,Adoption
A730839,Adoption
A666132,Adoption
A714213,Adoption
A756760,Adoption
A715027,Adoption
A677983,Adoption
A727837,Transfer
A737056,Transfer
A707588,Euthanasia
A744726,Euthanasia
A703062,Adoption
A752561,Euthanasia
A719764,Adoption
A738206,Transfer
A730688,Adoption
A638060,Adoption
A763833,Return to Owner
A720669,Adoption
A654218,Adoption
A714071,Adoption
A689785,Return to Owner
A686002,Return to Owner
A619107,Adoption
A689526,Adoption
A691721,Adoption
A730072,Adoption
A709218,Transfer
A668192,Adoption
A580140,Return to Owner
A678090,Transfer
A743465,Adoption
A753979,Transfer
A716695,Adoption
A685067,Transfer
A724762,Transfer
A713565,Return to Owner
A712896,Adoption
A693556,Return to Owner
A722970,Euthanasia
A669524,Euthanasia
A717599,Transfer
A673037,Transfer
A689647,Adoption
A684865,Adoption
A675426,Euthanasia
A700323,Adoption
A684964,Transfer
A764018,Disposal
A747973,Return to Owner
A709371,Adoption
A722186,Transfer
A735628,Return to Owner
A720853,Return to Owner
A710573,Transfer
A696415,Adoption
A706484,Transfer
A721384,Adoption
A703482,Adoption
A648065,Return to Owner
A697491,Adoption
A729853,Transfer
A734089,Adoption
A666120,Adoption
A748261,Adoption
A690989,Euthanasia
A671558,Adoption
A691179,Euthanasia
A681478,Transfer
A724688,Adoption
A682347,Transfer
A750059,Adoption
A749198,Euthanasia
A681476,Adoption
A738328,Return to Owner
A757907,Adoption
A692395,Adoption
A683397,Return to Owner
A693773,Adoption
A710644,Adoption
A727651,Adoption
A754984,Euthanasia
A700129,Transfer
A689021,Adoption
A742133,Adoption
A712782,Transfer
A721268,Transfer
A753241,Adoption
A746365,Adoption
A695910,Adoption
A671294,Adoption
A758131,Return to Owner
A725067,Adoption
A723823,Transfer
A694968,Adoption
A747870,Transfer
A679987,Adoption
A718675,Adoption
A701548,Adoption
A669960,Transfer
A679313,Transfer
A685520,Adoption
A674521,Transfer
A753031,Adoption
A758239,Adoption
A681219,Return to Owner
A699002,Adoption
A700635,Euthanasia
A664995,Transfer
A459766,Return to Owner
A675247,Transfer
A642475,Adoption
A680407,Adoption
A710169,Adoption
A698059,Transfer
A662912,Adoption
A749534,Adoption
A679111,Adoption
A679773,Adoption
A752741,Adoption
A680389,Transfer
A672443,Adoption
A732972,Euthanasia
A703309,Transfer
A760724,Adoption
A543073,Return to Owner
A752334,Adoption
A698476,Return to Owner
A677098,Transfer
A669326,Transfer
A754451,Transfer
A684940,Euthanasia
A742031,Return to Owner
A723198,Transfer
A704796,Adoption
A706068,Transfer
A681021,Adoption
A720625,Return to Owner
A705963,Transfer
A688434,Adoption
A668141,Transfer
A591775,Return to Owner
A726012,Transfer
A623204,Transfer
A736579,Transfer
A726853,Adoption
A759736,Adoption
A668740,Adoption
A754430,Transfer
A703867,Transfer
A733403,Adoption
A707386,Transfer
A732204,Transfer
A673311,Adoption
A713939,Return to Owner
A746118,Transfer
A645645,Adoption
A667210,Adoption
A753282,Transfer
A676307,Euthanasia
A709593,Transfer
A528477,Return to Owner
A709279,Adoption
A668373,Adoption
A738858,Transfer
A704297,Transfer
A688522,Transfer
A701598,Transfer
A698406,Adoption
A748666,Return to Owner
A672406,Euthanasia
A690754,Adoption
A718281,Adoption
A612816,Return to Owner
A690251,Transfer
A733019,Transfer
A699298,Return to Owner
A683078,Return to Owner
A684186,Adoption
A670616,Adoption
A719927,Return to Owner
A722340,Euthanasia
A735803,Transfer
